roundCount,playCount,amiability,aCount,cCount,dCount,totalPayoffs
1.0,0.0,0.17840757735015472,0.0,0.0,1.0,0.0
2.0,0.0,0.3427260618801238,1.0,0.0,1.0,0.0
3.0,0.0,0.474180849504099,2.0,0.0,1.0,0.0
4.0,1.0,0.5793446796032792,2.0,1.0,1.0,3.0
5.0,2.0,0.6634757436826233,2.0,2.0,1.0,6.0
6.0,3.0,0.7307805949460986,2.0,3.0,1.0,9.0
7.0,4.0,0.7846244759568789,2.0,4.0,1.0,12.0
8.0,5.0,0.8276995807655031,2.0,5.0,1.0,15.0
9.0,6.0,0.8621596646124025,2.0,6.0,1.0,18.0
10.0,7.0,0.8897277316899219,2.0,7.0,1.0,21.0
11.0,8.0,0.9117821853519376,2.0,8.0,1.0,24.0
12.0,9.0,0.92942574828155,2.0,9.0,1.0,27.0
13.0,10.0,0.94354059862524,2.0,10.0,1.0,30.0
14.0,11.0,0.954832478900192,2.0,11.0,1.0,33.0
15.0,12.0,0.9638659831201536,2.0,12.0,1.0,36.0
16.0,13.0,0.9710927864961229,2.0,13.0,1.0,39.0
17.0,14.0,0.9768742291968983,2.0,14.0,1.0,42.0
18.0,15.0,0.9814993833575186,2.0,15.0,1.0,45.0
19.0,16.0,0.9851995066860149,2.0,16.0,1.0,48.0
20.0,17.0,0.9881596053488119,2.0,17.0,1.0,51.0
21.0,18.0,0.9905276842790495,2.0,18.0,1.0,54.0
22.0,19.0,0.9924221474232395,2.0,19.0,1.0,57.0
23.0,20.0,0.9939377179385916,2.0,20.0,1.0,60.0
24.0,21.0,0.9951501743508733,2.0,21.0,1.0,63.0
25.0,22.0,0.9961201394806987,2.0,22.0,1.0,66.0
26.0,23.0,0.9968961115845589,2.0,23.0,1.0,69.0
27.0,24.0,0.9975168892676471,2.0,24.0,1.0,72.0
28.0,25.0,0.9980135114141178,2.0,25.0,1.0,75.0
29.0,26.0,0.9984108091312942,2.0,26.0,1.0,78.0
30.0,27.0,0.9987286473050354,2.0,27.0,1.0,81.0
31.0,28.0,0.9989829178440284,2.0,28.0,1.0,84.0
32.0,29.0,0.9991863342752227,2.0,29.0,1.0,87.0
33.0,30.0,0.9993490674201781,2.0,30.0,1.0,90.0
34.0,31.0,0.9994792539361426,2.0,31.0,1.0,93.0
35.0,32.0,0.999583403148914,2.0,32.0,1.0,96.0
36.0,33.0,0.9996667225191312,2.0,33.0,1.0,99.0
37.0,34.0,0.999733378015305,2.0,34.0,1.0,102.0
38.0,35.0,0.999786702412244,2.0,35.0,1.0,105.0
39.0,36.0,0.9998293619297952,2.0,36.0,1.0,108.0
40.0,37.0,0.9998634895438362,2.0,37.0,1.0,111.0
41.0,38.0,0.999890791635069,2.0,38.0,1.0,114.0
42.0,39.0,0.9999126333080552,2.0,39.0,1.0,117.0
43.0,40.0,0.9999301066464442,2.0,40.0,1.0,120.0
44.0,41.0,0.9999440853171554,2.0,41.0,1.0,123.0
45.0,42.0,0.9999552682537243,2.0,42.0,1.0,126.0
46.0,43.0,0.9999642146029795,2.0,43.0,1.0,129.0
47.0,44.0,0.9999713716823836,2.0,44.0,1.0,132.0
48.0,45.0,0.9999770973459069,2.0,45.0,1.0,135.0
49.0,46.0,0.9999816778767255,2.0,46.0,1.0,138.0
50.0,47.0,0.9999853423013805,2.0,47.0,1.0,141.0
51.0,48.0,0.9999882738411043,2.0,48.0,1.0,144.0
