roundCount,playCount,amiability,aCount,cCount,dCount,totalPayoffs
1.0,0.0,0.39679456688021125,1.0,0.0,0.0,0.0
2.0,1.0,0.517435653504169,1.0,1.0,0.0,3.0
3.0,1.0,0.6139485228033352,1.0,2.0,0.0,3.0
4.0,2.0,0.6911588182426682,1.0,3.0,0.0,6.0
5.0,2.0,0.7529270545941346,1.0,4.0,0.0,6.0
6.0,3.0,0.8023416436753077,1.0,5.0,0.0,9.0
7.0,4.0,0.8418733149402462,1.0,6.0,0.0,12.0
8.0,5.0,0.873498651952197,1.0,7.0,0.0,15.0
9.0,6.0,0.8987989215617576,1.0,8.0,0.0,18.0
10.0,7.0,0.919039137249406,1.0,9.0,0.0,21.0
11.0,8.0,0.9352313097995248,1.0,10.0,0.0,24.0
12.0,9.0,0.9481850478396199,1.0,11.0,0.0,27.0
13.0,10.0,0.9585480382716959,1.0,12.0,0.0,30.0
14.0,11.0,0.9668384306173567,1.0,13.0,0.0,33.0
15.0,12.0,0.9734707444938854,1.0,14.0,0.0,36.0
16.0,13.0,0.9787765955951083,1.0,15.0,0.0,39.0
17.0,14.0,0.9830212764760866,1.0,16.0,0.0,42.0
18.0,15.0,0.9864170211808693,1.0,17.0,0.0,45.0
19.0,16.0,0.9891336169446954,1.0,18.0,0.0,48.0
20.0,17.0,0.9913068935557563,1.0,19.0,0.0,51.0
21.0,18.0,0.993045514844605,1.0,20.0,0.0,54.0
22.0,19.0,0.994436411875684,1.0,21.0,0.0,57.0
23.0,20.0,0.9955491295005472,1.0,22.0,0.0,60.0
24.0,21.0,0.9964393036004378,1.0,23.0,0.0,63.0
25.0,22.0,0.9971514428803502,1.0,24.0,0.0,66.0
26.0,23.0,0.9977211543042801,1.0,25.0,0.0,69.0
27.0,24.0,0.9981769234434241,1.0,26.0,0.0,72.0
28.0,25.0,0.9985415387547393,1.0,27.0,0.0,75.0
29.0,26.0,0.9988332310037914,1.0,28.0,0.0,78.0
30.0,27.0,0.9990665848030331,1.0,29.0,0.0,81.0
31.0,28.0,0.9992532678424265,1.0,30.0,0.0,84.0
32.0,29.0,0.9994026142739412,1.0,31.0,0.0,87.0
33.0,30.0,0.9995220914191529,1.0,32.0,0.0,90.0
34.0,31.0,0.9996176731353223,1.0,33.0,0.0,93.0
35.0,32.0,0.9996941385082578,1.0,34.0,0.0,96.0
36.0,33.0,0.9997553108066063,1.0,35.0,0.0,99.0
37.0,34.0,0.999804248645285,1.0,36.0,0.0,102.0
38.0,35.0,0.9998433989162281,1.0,37.0,0.0,105.0
39.0,36.0,0.9998747191329824,1.0,38.0,0.0,108.0
40.0,37.0,0.999899775306386,1.0,39.0,0.0,111.0
41.0,38.0,0.9999198202451087,1.0,40.0,0.0,114.0
42.0,39.0,0.9999358561960869,1.0,41.0,0.0,117.0
43.0,40.0,0.9999486849568695,1.0,42.0,0.0,120.0
44.0,41.0,0.9999589479654956,1.0,43.0,0.0,123.0
45.0,42.0,0.9999671583723965,1.0,44.0,0.0,126.0
46.0,43.0,0.9999737266979172,1.0,45.0,0.0,129.0
47.0,44.0,0.9999789813583337,1.0,46.0,0.0,132.0
