roundCount,playCount,amiability,aCount,cCount,dCount,totalPayoffs
1.0,0.0,0.4927372183123075,1.0,0.0,0.0,0.0
2.0,0.0,0.594189774649846,2.0,0.0,0.0,0.0
3.0,0.0,0.6753518197198768,3.0,0.0,0.0,0.0
4.0,0.0,0.7402814557759014,4.0,0.0,0.0,0.0
5.0,1.0,0.7922251646207211,4.0,1.0,0.0,3.0
6.0,2.0,0.8337801316965769,4.0,2.0,0.0,6.0
7.0,3.0,0.8670241053572616,4.0,3.0,0.0,9.0
8.0,4.0,0.8936192842858093,4.0,4.0,0.0,12.0
9.0,5.0,0.9148954274286474,4.0,5.0,0.0,15.0
10.0,6.0,0.931916341942918,4.0,6.0,0.0,18.0
11.0,7.0,0.9455330735543344,4.0,7.0,0.0,21.0
12.0,8.0,0.9564264588434674,4.0,8.0,0.0,24.0
13.0,9.0,0.9651411670747739,4.0,9.0,0.0,27.0
14.0,10.0,0.9721129336598191,4.0,10.0,0.0,30.0
15.0,11.0,0.9776903469278553,4.0,11.0,0.0,33.0
16.0,12.0,0.9821522775422842,4.0,12.0,0.0,36.0
17.0,13.0,0.9857218220338273,4.0,13.0,0.0,39.0
18.0,14.0,0.9885774576270618,4.0,14.0,0.0,42.0
19.0,15.0,0.9908619661016494,4.0,15.0,0.0,45.0
20.0,16.0,0.9926895728813195,4.0,16.0,0.0,48.0
21.0,17.0,0.9941516583050556,4.0,17.0,0.0,51.0
22.0,18.0,0.9953213266440445,4.0,18.0,0.0,54.0
23.0,19.0,0.9962570613152356,4.0,19.0,0.0,57.0
24.0,20.0,0.9970056490521885,4.0,20.0,0.0,60.0
25.0,21.0,0.9976045192417508,4.0,21.0,0.0,63.0
26.0,22.0,0.9980836153934006,4.0,22.0,0.0,66.0
27.0,23.0,0.9984668923147205,4.0,23.0,0.0,69.0
28.0,24.0,0.9987735138517764,4.0,24.0,0.0,72.0
29.0,25.0,0.9990188110814211,4.0,25.0,0.0,75.0
30.0,26.0,0.9992150488651369,4.0,26.0,0.0,78.0
31.0,27.0,0.9993720390921095,4.0,27.0,0.0,81.0
32.0,28.0,0.9994976312736876,4.0,28.0,0.0,84.0
33.0,29.0,0.9995981050189501,4.0,29.0,0.0,87.0
34.0,30.0,0.99967848401516,4.0,30.0,0.0,90.0
35.0,31.0,0.9997427872121281,4.0,31.0,0.0,93.0
36.0,32.0,0.9997942297697024,4.0,32.0,0.0,96.0
37.0,33.0,0.999835383815762,4.0,33.0,0.0,99.0
38.0,34.0,0.9998683070526095,4.0,34.0,0.0,102.0
39.0,35.0,0.9998946456420876,4.0,35.0,0.0,105.0
40.0,36.0,0.9999157165136701,4.0,36.0,0.0,108.0
41.0,37.0,0.9999325732109361,4.0,37.0,0.0,111.0
42.0,38.0,0.9999460585687489,4.0,38.0,0.0,114.0
43.0,39.0,0.9999568468549991,4.0,39.0,0.0,117.0
44.0,40.0,0.9999654774839992,4.0,40.0,0.0,120.0
45.0,41.0,0.9999723819871994,4.0,41.0,0.0,123.0
46.0,42.0,0.9999779055897595,4.0,42.0,0.0,126.0
47.0,43.0,0.9999823244718076,4.0,43.0,0.0,129.0
48.0,44.0,0.999985859577446,4.0,44.0,0.0,132.0
49.0,45.0,0.9999886876619568,4.0,45.0,0.0,135.0
50.0,46.0,0.9999909501295654,4.0,46.0,0.0,138.0
