roundCount,playCount,amiability,aCount,cCount,dCount,totalPayoffs
1.0,0.0,0.27698666390794724,0.0,1.0,0.0,0.0
2.0,1.0,0.42158933112635777,0.0,2.0,0.0,3.0
3.0,2.0,0.5372714649010862,0.0,3.0,0.0,6.0
4.0,3.0,0.629817171920869,0.0,4.0,0.0,9.0
5.0,4.0,0.7038537375366951,0.0,5.0,0.0,12.0
6.0,5.0,0.7630829900293561,0.0,6.0,0.0,15.0
7.0,6.0,0.8104663920234849,0.0,7.0,0.0,18.0
8.0,7.0,0.848373113618788,0.0,8.0,0.0,21.0
9.0,8.0,0.8786984908950304,0.0,9.0,0.0,24.0
10.0,9.0,0.9029587927160243,0.0,10.0,0.0,27.0
11.0,10.0,0.9223670341728194,0.0,11.0,0.0,30.0
12.0,11.0,0.9378936273382555,0.0,12.0,0.0,33.0
13.0,12.0,0.9503149018706044,0.0,13.0,0.0,36.0
14.0,13.0,0.9602519214964835,0.0,14.0,0.0,39.0
15.0,14.0,0.9682015371971868,0.0,15.0,0.0,42.0
16.0,15.0,0.9745612297577495,0.0,16.0,0.0,45.0
17.0,16.0,0.9796489838061996,0.0,17.0,0.0,48.0
18.0,17.0,0.9837191870449596,0.0,18.0,0.0,51.0
19.0,18.0,0.9869753496359677,0.0,19.0,0.0,54.0
20.0,19.0,0.9895802797087742,0.0,20.0,0.0,57.0
21.0,20.0,0.9916642237670193,0.0,21.0,0.0,60.0
22.0,21.0,0.9933313790136155,0.0,22.0,0.0,63.0
23.0,22.0,0.9946651032108924,0.0,23.0,0.0,66.0
24.0,23.0,0.9957320825687139,0.0,24.0,0.0,69.0
25.0,24.0,0.9965856660549711,0.0,25.0,0.0,72.0
26.0,25.0,0.9972685328439769,0.0,26.0,0.0,75.0
27.0,26.0,0.9978148262751815,0.0,27.0,0.0,78.0
28.0,27.0,0.9982518610201452,0.0,28.0,0.0,81.0
29.0,28.0,0.9986014888161161,0.0,29.0,0.0,84.0
30.0,29.0,0.9988811910528929,0.0,30.0,0.0,87.0
31.0,30.0,0.9991049528423143,0.0,31.0,0.0,90.0
32.0,31.0,0.9992839622738514,0.0,32.0,0.0,93.0
33.0,32.0,0.9994271698190811,0.0,33.0,0.0,96.0
34.0,33.0,0.9995417358552648,0.0,34.0,0.0,99.0
35.0,34.0,0.9996333886842119,0.0,35.0,0.0,102.0
36.0,35.0,0.9997067109473695,0.0,36.0,0.0,105.0
37.0,36.0,0.9997653687578956,0.0,37.0,0.0,108.0
38.0,37.0,0.9998122950063164,0.0,38.0,0.0,111.0
39.0,38.0,0.9998498360050532,0.0,39.0,0.0,114.0
40.0,39.0,0.9998798688040426,0.0,40.0,0.0,117.0
41.0,40.0,0.9999038950432341,0.0,41.0,0.0,120.0
42.0,41.0,0.9999231160345873,0.0,42.0,0.0,123.0
43.0,42.0,0.9999384928276698,0.0,43.0,0.0,126.0
44.0,43.0,0.9999507942621358,0.0,44.0,0.0,129.0
45.0,44.0,0.9999606354097087,0.0,45.0,0.0,132.0
46.0,45.0,0.999968508327767,0.0,46.0,0.0,135.0
47.0,46.0,0.9999748066622136,0.0,47.0,0.0,138.0
48.0,47.0,0.9999798453297709,0.0,48.0,0.0,141.0
49.0,48.0,0.9999838762638167,0.0,49.0,0.0,144.0
50.0,49.0,0.9999871010110534,0.0,50.0,0.0,147.0
