AgentID,4,Threshold,0.5
roundCount,playCount,amiability,aCount,cCount,dCount,totalPayoffs
1.0,1.0,0.017593021767958683,0.0,0.0,1.0,5.0
2.0,2.0,0.21407441741436695,0.0,0.0,2.0,10.0
3.0,2.0,0.3712595339314936,1.0,0.0,2.0,10.0
4.0,2.0,0.49700762714519486,2.0,0.0,2.0,10.0
5.0,3.0,0.5976061017161559,2.0,1.0,2.0,13.0
6.0,4.0,0.6780848813729248,2.0,2.0,2.0,16.0
7.0,5.0,0.7424679050983398,2.0,3.0,2.0,19.0
8.0,6.0,0.7939743240786719,2.0,4.0,2.0,22.0
9.0,7.0,0.8351794592629375,2.0,5.0,2.0,25.0
10.0,8.0,0.8681435674103499,2.0,6.0,2.0,28.0
11.0,9.0,0.8945148539282799,2.0,7.0,2.0,31.0
12.0,10.0,0.9156118831426239,2.0,8.0,2.0,34.0
13.0,11.0,0.9324895065140991,2.0,9.0,2.0,37.0
14.0,12.0,0.9459916052112793,2.0,10.0,2.0,40.0
15.0,13.0,0.9567932841690234,2.0,11.0,2.0,43.0
16.0,14.0,0.9654346273352188,2.0,12.0,2.0,46.0
17.0,15.0,0.972347701868175,2.0,13.0,2.0,49.0
18.0,16.0,0.97787816149454,2.0,14.0,2.0,52.0
19.0,17.0,0.982302529195632,2.0,15.0,2.0,55.0
20.0,18.0,0.9858420233565056,2.0,16.0,2.0,58.0
21.0,19.0,0.9886736186852045,2.0,17.0,2.0,61.0
22.0,20.0,0.9909388949481637,2.0,18.0,2.0,64.0
23.0,21.0,0.9927511159585309,2.0,19.0,2.0,67.0
24.0,22.0,0.9942008927668248,2.0,20.0,2.0,70.0
25.0,23.0,0.9953607142134598,2.0,21.0,2.0,73.0
26.0,24.0,0.9962885713707679,2.0,22.0,2.0,76.0
27.0,25.0,0.9970308570966143,2.0,23.0,2.0,79.0
28.0,26.0,0.9976246856772915,2.0,24.0,2.0,82.0
29.0,27.0,0.9980997485418331,2.0,25.0,2.0,85.0
30.0,28.0,0.9984797988334665,2.0,26.0,2.0,88.0
31.0,29.0,0.9987838390667731,2.0,27.0,2.0,91.0
32.0,30.0,0.9990270712534185,2.0,28.0,2.0,94.0
33.0,31.0,0.9992216570027348,2.0,29.0,2.0,97.0
34.0,32.0,0.9993773256021878,2.0,30.0,2.0,100.0
35.0,33.0,0.9995018604817503,2.0,31.0,2.0,103.0
36.0,34.0,0.9996014883854002,2.0,32.0,2.0,106.0
37.0,35.0,0.9996811907083202,2.0,33.0,2.0,109.0
38.0,36.0,0.9997449525666562,2.0,34.0,2.0,112.0
39.0,37.0,0.999795962053325,2.0,35.0,2.0,115.0
40.0,38.0,0.99983676964266,2.0,36.0,2.0,118.0
41.0,39.0,0.999869415714128,2.0,37.0,2.0,121.0
42.0,40.0,0.9998955325713024,2.0,38.0,2.0,124.0
43.0,41.0,0.9999164260570419,2.0,39.0,2.0,127.0
44.0,42.0,0.9999331408456336,2.0,40.0,2.0,130.0
45.0,43.0,0.9999465126765068,2.0,41.0,2.0,133.0
46.0,44.0,0.9999572101412054,2.0,42.0,2.0,136.0
