roundCount,playCount,amiability,aCount,cCount,dCount,totalPayoffs
1.0,1.0,0.4306455902197281,0.0,1.0,0.0,-1.0
2.0,1.0,0.5445164721757825,0.0,2.0,0.0,-1.0
3.0,2.0,0.635613177740626,0.0,3.0,0.0,2.0
4.0,3.0,0.7084905421925007,0.0,4.0,0.0,5.0
5.0,4.0,0.7667924337540006,0.0,5.0,0.0,8.0
6.0,5.0,0.8134339470032005,0.0,6.0,0.0,11.0
7.0,6.0,0.8507471576025604,0.0,7.0,0.0,14.0
8.0,7.0,0.8805977260820483,0.0,8.0,0.0,17.0
9.0,8.0,0.9044781808656387,0.0,9.0,0.0,20.0
10.0,9.0,0.923582544692511,0.0,10.0,0.0,23.0
11.0,10.0,0.9388660357540088,0.0,11.0,0.0,26.0
12.0,11.0,0.9510928286032071,0.0,12.0,0.0,29.0
13.0,12.0,0.9608742628825657,0.0,13.0,0.0,32.0
14.0,13.0,0.9686994103060526,0.0,14.0,0.0,35.0
15.0,14.0,0.974959528244842,0.0,15.0,0.0,38.0
16.0,15.0,0.9799676225958736,0.0,16.0,0.0,41.0
17.0,16.0,0.9839740980766989,0.0,17.0,0.0,44.0
18.0,17.0,0.9871792784613591,0.0,18.0,0.0,47.0
19.0,18.0,0.9897434227690873,0.0,19.0,0.0,50.0
20.0,19.0,0.9917947382152699,0.0,20.0,0.0,53.0
21.0,20.0,0.9934357905722159,0.0,21.0,0.0,56.0
22.0,21.0,0.9947486324577727,0.0,22.0,0.0,59.0
23.0,22.0,0.9957989059662181,0.0,23.0,0.0,62.0
24.0,23.0,0.9966391247729744,0.0,24.0,0.0,65.0
25.0,24.0,0.9973112998183795,0.0,25.0,0.0,68.0
26.0,25.0,0.9978490398547036,0.0,26.0,0.0,71.0
27.0,26.0,0.9982792318837629,0.0,27.0,0.0,74.0
28.0,27.0,0.9986233855070104,0.0,28.0,0.0,77.0
29.0,28.0,0.9988987084056082,0.0,29.0,0.0,80.0
30.0,29.0,0.9991189667244866,0.0,30.0,0.0,83.0
31.0,30.0,0.9992951733795893,0.0,31.0,0.0,86.0
32.0,31.0,0.9994361387036714,0.0,32.0,0.0,89.0
33.0,32.0,0.9995489109629372,0.0,33.0,0.0,92.0
34.0,33.0,0.9996391287703498,0.0,34.0,0.0,95.0
35.0,34.0,0.9997113030162799,0.0,35.0,0.0,98.0
36.0,35.0,0.9997690424130239,0.0,36.0,0.0,101.0
37.0,36.0,0.9998152339304192,0.0,37.0,0.0,104.0
38.0,37.0,0.9998521871443353,0.0,38.0,0.0,107.0
39.0,38.0,0.9998817497154683,0.0,39.0,0.0,110.0
40.0,39.0,0.9999053997723746,0.0,40.0,0.0,113.0
41.0,40.0,0.9999243198178996,0.0,41.0,0.0,116.0
42.0,41.0,0.9999394558543198,0.0,42.0,0.0,119.0
43.0,42.0,0.9999515646834558,0.0,43.0,0.0,122.0
44.0,43.0,0.9999612517467646,0.0,44.0,0.0,125.0
45.0,44.0,0.9999690013974117,0.0,45.0,0.0,128.0
46.0,45.0,0.9999752011179294,0.0,46.0,0.0,131.0
47.0,46.0,0.9999801608943435,0.0,47.0,0.0,134.0
