roundCount,playCount,amiability,aCount,cCount,dCount,totalPayoffs
1.0,0.0,0.4657006903162449,1.0,0.0,0.0,0.0
2.0,0.0,0.572560552252996,1.0,1.0,0.0,0.0
3.0,0.0,0.6580484418023967,1.0,2.0,0.0,0.0
4.0,0.0,0.7264387534419174,1.0,3.0,0.0,0.0
5.0,1.0,0.781151002753534,1.0,4.0,0.0,3.0
6.0,2.0,0.8249208022028272,1.0,5.0,0.0,6.0
7.0,3.0,0.8599366417622617,1.0,6.0,0.0,9.0
8.0,4.0,0.8879493134098093,1.0,7.0,0.0,12.0
9.0,5.0,0.9103594507278474,1.0,8.0,0.0,15.0
10.0,6.0,0.9282875605822779,1.0,9.0,0.0,18.0
11.0,7.0,0.9426300484658223,1.0,10.0,0.0,21.0
12.0,8.0,0.9541040387726578,1.0,11.0,0.0,24.0
13.0,9.0,0.9632832310181263,1.0,12.0,0.0,27.0
14.0,10.0,0.970626584814501,1.0,13.0,0.0,30.0
15.0,11.0,0.9765012678516009,1.0,14.0,0.0,33.0
16.0,12.0,0.9812010142812807,1.0,15.0,0.0,36.0
17.0,13.0,0.9849608114250246,1.0,16.0,0.0,39.0
18.0,14.0,0.9879686491400197,1.0,17.0,0.0,42.0
19.0,15.0,0.9903749193120157,1.0,18.0,0.0,45.0
20.0,16.0,0.9922999354496126,1.0,19.0,0.0,48.0
21.0,17.0,0.99383994835969,1.0,20.0,0.0,51.0
22.0,18.0,0.995071958687752,1.0,21.0,0.0,54.0
23.0,19.0,0.9960575669502016,1.0,22.0,0.0,57.0
24.0,20.0,0.9968460535601613,1.0,23.0,0.0,60.0
25.0,21.0,0.9974768428481291,1.0,24.0,0.0,63.0
26.0,22.0,0.9979814742785033,1.0,25.0,0.0,66.0
27.0,23.0,0.9983851794228026,1.0,26.0,0.0,69.0
28.0,24.0,0.9987081435382421,1.0,27.0,0.0,72.0
29.0,25.0,0.9989665148305937,1.0,28.0,0.0,75.0
30.0,26.0,0.9991732118644749,1.0,29.0,0.0,78.0
31.0,27.0,0.99933856949158,1.0,30.0,0.0,81.0
32.0,28.0,0.999470855593264,1.0,31.0,0.0,84.0
33.0,29.0,0.9995766844746112,1.0,32.0,0.0,87.0
34.0,30.0,0.9996613475796889,1.0,33.0,0.0,90.0
35.0,31.0,0.9997290780637511,1.0,34.0,0.0,93.0
36.0,32.0,0.9997832624510009,1.0,35.0,0.0,96.0
37.0,33.0,0.9998266099608007,1.0,36.0,0.0,99.0
38.0,34.0,0.9998612879686406,1.0,37.0,0.0,102.0
39.0,35.0,0.9998890303749125,1.0,38.0,0.0,105.0
40.0,36.0,0.99991122429993,1.0,39.0,0.0,108.0
41.0,37.0,0.999928979439944,1.0,40.0,0.0,111.0
42.0,38.0,0.9999431835519552,1.0,41.0,0.0,114.0
43.0,39.0,0.9999545468415642,1.0,42.0,0.0,117.0
44.0,40.0,0.9999636374732513,1.0,43.0,0.0,120.0
45.0,41.0,0.999970909978601,1.0,44.0,0.0,123.0
46.0,42.0,0.9999767279828808,1.0,45.0,0.0,126.0
47.0,43.0,0.9999813823863046,1.0,46.0,0.0,129.0
48.0,44.0,0.9999851059090437,1.0,47.0,0.0,132.0
49.0,45.0,0.9999880847272349,1.0,48.0,0.0,135.0
50.0,46.0,0.9999904677817879,1.0,49.0,0.0,138.0
